Jun_23_2015,HINDPETRO,false
Jun_22_2015,HINDPETRO,false
Jun_19_2015,HINDPETRO,true
Jun_18_2015,HINDPETRO,false
Jun_17_2015,HINDPETRO,true
Jun_16_2015,HINDPETRO,true
Jun_15_2015,HINDPETRO,true
Jun_12_2015,HINDPETRO,true
Jun_11_2015,HINDPETRO,true
Jun_10_2015,HINDPETRO,true
Jun_9_2015,HINDPETRO,true
Jun_8_2015,HINDPETRO,true
Jun_5_2015,HINDPETRO,false
Jun_4_2015,HINDPETRO,false
Jun_3_2015,HINDPETRO,true
Jun_2_2015,HINDPETRO,false
Jun_1_2015,HINDPETRO,true
May_29_2015,HINDPETRO,false
May_28_2015,HINDPETRO,true
May_27_2015,HINDPETRO,true
May_26_2015,HINDPETRO,true
May_25_2015,HINDPETRO,true
May_22_2015,HINDPETRO,true
May_21_2015,HINDPETRO,true
May_20_2015,HINDPETRO,false
May_19_2015,HINDPETRO,true
May_18_2015,HINDPETRO,false
May_15_2015,HINDPETRO,true
May_14_2015,HINDPETRO,true
May_13_2015,HINDPETRO,true
May_12_2015,HINDPETRO,true
May_11_2015,HINDPETRO,true
May_8_2015,HINDPETRO,true
May_7_2015,HINDPETRO,true
May_6_2015,HINDPETRO,false
May_5_2015,HINDPETRO,false
May_4_2015,HINDPETRO,true
Apr_30_2015,HINDPETRO,true
Apr_29_2015,HINDPETRO,false
Apr_28_2015,HINDPETRO,false
Apr_27_2015,HINDPETRO,true
Apr_24_2015,HINDPETRO,true
Apr_23_2015,HINDPETRO,true
Apr_22_2015,HINDPETRO,true
Apr_21_2015,HINDPETRO,true
Apr_20_2015,HINDPETRO,true
Apr_17_2015,HINDPETRO,true
Apr_16_2015,HINDPETRO,true
Apr_15_2015,HINDPETRO,true
Apr_13_2015,HINDPETRO,false
Apr_10_2015,HINDPETRO,true
Apr_9_2015,HINDPETRO,true
Apr_8_2015,HINDPETRO,true
Apr_7_2015,HINDPETRO,true
Apr_6_2015,HINDPETRO,false
Apr_1_2015,HINDPETRO,true
Mar_31_2015,HINDPETRO,false
Mar_30_2015,HINDPETRO,false
Mar_27_2015,HINDPETRO,false
