Jun_23_2015,JSWSTEEL,true
Jun_22_2015,JSWSTEEL,false
Jun_19_2015,JSWSTEEL,true
Jun_18_2015,JSWSTEEL,true
Jun_17_2015,JSWSTEEL,false
Jun_16_2015,JSWSTEEL,true
Jun_15_2015,JSWSTEEL,true
Jun_12_2015,JSWSTEEL,true
Jun_11_2015,JSWSTEEL,true
Jun_10_2015,JSWSTEEL,true
Jun_9_2015,JSWSTEEL,true
Jun_8_2015,JSWSTEEL,true
Jun_5_2015,JSWSTEEL,true
Jun_4_2015,JSWSTEEL,true
Jun_3_2015,JSWSTEEL,true
Jun_2_2015,JSWSTEEL,true
Jun_1_2015,JSWSTEEL,false
May_29_2015,JSWSTEEL,true
May_28_2015,JSWSTEEL,true
May_27_2015,JSWSTEEL,true
May_26_2015,JSWSTEEL,true
May_25_2015,JSWSTEEL,false
May_22_2015,JSWSTEEL,false
May_21_2015,JSWSTEEL,true
May_20_2015,JSWSTEEL,true
May_19_2015,JSWSTEEL,true
May_18_2015,JSWSTEEL,false
May_15_2015,JSWSTEEL,true
May_14_2015,JSWSTEEL,true
May_13_2015,JSWSTEEL,true
May_12_2015,JSWSTEEL,true
May_11_2015,JSWSTEEL,false
May_8_2015,JSWSTEEL,true
May_7_2015,JSWSTEEL,true
May_6_2015,JSWSTEEL,true
May_5_2015,JSWSTEEL,true
May_4_2015,JSWSTEEL,true
Apr_30_2015,JSWSTEEL,true
Apr_29_2015,JSWSTEEL,true
Apr_28_2015,JSWSTEEL,true
Apr_27_2015,JSWSTEEL,true
Apr_24_2015,JSWSTEEL,true
Apr_23_2015,JSWSTEEL,true
Apr_22_2015,JSWSTEEL,true
Apr_21_2015,JSWSTEEL,true
Apr_20_2015,JSWSTEEL,true
Apr_17_2015,JSWSTEEL,true
Apr_16_2015,JSWSTEEL,true
Apr_15_2015,JSWSTEEL,true
Apr_13_2015,JSWSTEEL,true
Apr_10_2015,JSWSTEEL,false
Apr_9_2015,JSWSTEEL,true
Apr_8_2015,JSWSTEEL,false
Apr_7_2015,JSWSTEEL,true
Apr_6_2015,JSWSTEEL,false
Apr_1_2015,JSWSTEEL,true
Mar_31_2015,JSWSTEEL,true
Mar_30_2015,JSWSTEEL,true
Mar_27_2015,JSWSTEEL,true
