Jun_23_2015,JYOTHYLAB,true
Jun_22_2015,JYOTHYLAB,true
Jun_19_2015,JYOTHYLAB,false
Jun_18_2015,JYOTHYLAB,true
Jun_17_2015,JYOTHYLAB,true
Jun_16_2015,JYOTHYLAB,true
Jun_15_2015,JYOTHYLAB,false
Jun_12_2015,JYOTHYLAB,true
Jun_11_2015,JYOTHYLAB,true
Jun_10_2015,JYOTHYLAB,true
Jun_9_2015,JYOTHYLAB,true
Jun_8_2015,JYOTHYLAB,true
Jun_5_2015,JYOTHYLAB,false
Jun_4_2015,JYOTHYLAB,true
Jun_3_2015,JYOTHYLAB,true
Jun_2_2015,JYOTHYLAB,true
Jun_1_2015,JYOTHYLAB,true
May_29_2015,JYOTHYLAB,true
May_28_2015,JYOTHYLAB,true
May_27_2015,JYOTHYLAB,true
May_26_2015,JYOTHYLAB,false
May_25_2015,JYOTHYLAB,false
May_22_2015,JYOTHYLAB,true
May_21_2015,JYOTHYLAB,true
May_20_2015,JYOTHYLAB,true
May_19_2015,JYOTHYLAB,true
May_18_2015,JYOTHYLAB,true
May_15_2015,JYOTHYLAB,false
May_14_2015,JYOTHYLAB,true
May_13_2015,JYOTHYLAB,true
May_12_2015,JYOTHYLAB,true
May_11_2015,JYOTHYLAB,true
May_8_2015,JYOTHYLAB,false
May_7_2015,JYOTHYLAB,false
May_6_2015,JYOTHYLAB,true
May_5_2015,JYOTHYLAB,true
May_4_2015,JYOTHYLAB,true
Apr_30_2015,JYOTHYLAB,true
Apr_29_2015,JYOTHYLAB,false
Apr_28_2015,JYOTHYLAB,true
Apr_27_2015,JYOTHYLAB,false
Apr_24_2015,JYOTHYLAB,true
Apr_23_2015,JYOTHYLAB,false
Apr_22_2015,JYOTHYLAB,true
Apr_21_2015,JYOTHYLAB,false
Apr_20_2015,JYOTHYLAB,true
Apr_17_2015,JYOTHYLAB,true
Apr_16_2015,JYOTHYLAB,false
Apr_15_2015,JYOTHYLAB,true
Apr_13_2015,JYOTHYLAB,false
Apr_10_2015,JYOTHYLAB,false
Apr_9_2015,JYOTHYLAB,false
Apr_8_2015,JYOTHYLAB,true
Apr_7_2015,JYOTHYLAB,true
Apr_6_2015,JYOTHYLAB,false
Apr_1_2015,JYOTHYLAB,true
Mar_31_2015,JYOTHYLAB,true
Mar_30_2015,JYOTHYLAB,false
Mar_27_2015,JYOTHYLAB,true
